Obsidian Sourcing Document,Document Name,Endnote Reference,Rank,XRF?,Full Citation,,,,,,,,,,,,,,,,,,,,,,,
,Reimer 2015,"""{Reimer, 2015 #11214}""",10,x,Reimer* Rudy. 2015. Reassessing the Role of Mount Ediza Obsidian in Northwestern North America. Journal of Archaeological Science: Reports 2:418-426.,,,,,,,,,,,,,,,,,,,,,,,
,Reimer and Hamilton 2015,"""{Reimer, 2015 #11215}""",10,x,Remier* Rudy* Tyrone Hamilton. 2015. Implications Between Technological Organization and Portable X-Ray Fluorescence Analysis on Lithic Material Use at Two Rockshelter Sites on the Southern Northwest Coast: Toolstone Geography of the Pacific Northwest. Terry L. Ozbun and Ron L. Adams (editors). Archaeology Press* Simon Fraser University.,,,,,,,,,,,,,,,,,,,,,,,
,Rick et al. 2001,"""{Rick, 2001 #11216}""",1,x,Rick* Torben C.* Craig E. Skinner* Jon M. Erlandson* and Rene L. Vellanweth. 2001. Obsidian Source Characterization and Human Exchange Systems on California's Channel Islands. Pacific Coast Archaeological Society Quarterly 37(3):27-44.,,,,,,,,,,,,,,,,,,,,,,,
,Ritter et al. 1995,"""{Ritter, 1995 #11217}""",10,x,Ritter* Eric W.* John W. Forster* Robert I. Orlins* Louis A. Payen* and Paul D. Bouey. 1995. Informative Archaeological Signatures at Bahia de las Animas* Baja California. Estudios Fronterizos 35-36:151-186.,,,,,,,,,,,,,,,,,,,,,,,
,Rivero-Torres et al. 2008,"""{Rivero-Torres, 2008 #11218}""",,,Rivero-Torres* T. Calligaro* D. Tenorio* and M. Jimenez-Reyes. 2008. Characterization of Archaeological Obsidians from Lagartero* Chiapas Mexico. Journal of Archaeological Science 35:3168-3171.,,,,,,,,,,,,,,,,,,,,,,,
,Roberts et al. 2014,"""{Roberts, 2014 #11219}""",1,x,Roberts* Theodore M.* Craig E. Skinner* and William D. Bryce. 2014. Hunter-Gatherer Igneous Toolstone Procurement in Northern Arizona: A Geochemical Study of Projectile Points and Raw Material Sources. KIVA 80(2):193-212.,,,,,,,,,,,,,,,,,,,,,,,
,Robertson and Dixon 1984,"""{Robertson, 1984 #11220}""",,,Robertson* A. H. F.* and J. E. Dixon. 1984. Introduction: Aspects of the Geological Evolution of the Eastern Mediterranean. Geological Society of London* Special Publications 17:1-74.,,,,,,,,,,,,,,,,,,,,,,,
,Roth 2014,"""{Roth, 2014 #11221}""",10,x,Roth* Karen. 2014. Geochemical Variability of Obsidian in Western New Mexico with Laboratory-Based pXRF* Washington and Lee University.,,,,,,,,,,,,,,,,,,,,,,,
,Rowley et al. 1978,"""{Rowley, 1978 #11222}""",,,Rowley* Peter D.* Peter W. Lipman* Harald H. Mehnert* David A. Lindsey* and John J. Anderson. 1978. Blue Ribbon Lineament* an East-Trending Zone Within the Pioche Mineral Belt of Southwestern Utah and Eastern Nevada. Journal of the U. S. Geological Survey 6(2):175-192.,,,,,,,,,,,,,,,,,,,,,,,
,Rózsa,"""{Rózsa, 2009 #11223}""",,,Rózsa* Péter* Éva Balázs* Erik Dobos* Péter Rózsa* József Simulák* and Sándor Szakáll. 2009. Mineralogical and Geochemical Study of Acidic Volcanic Glasses with Petrological and Volcanological Interpretation. Copies available from OTKA.,,,,,,,,,,,,,,,,,,,,,,,
,Salgán and Pompei 2017,"""{Salgán, 2017 #11224}""",,,Salgán* M. Laura* and M. Paz Pompei. 2017. Fuente e Obsidiana El Peceño: Primeros Resultados de au Abordaje Tecnológico* Geoquímico y Espacial. Revista del Museo de Antropología* Suplemento Especial 1:51-58.,,,,,,,,,,,,,,,,,,,,,,,
,Scheiber and Finley 2011,"""{Scheiber, 2011 #11225}""",,,Scheiber* Laura L.* and Judson Byrd Finley. 2011. Obsidian Source Use in the Greater Yellowstone Area* Wyoming Basin* and Central Rocky Mountains. American  Antiquity 76(2):372-394.,,,,,,,,,,,,,,,,,,,,,,,
,Schellart 2007,"""{Schellart, 2007 #11226}""",,,Schellart* W. P. 2007. North-Eastward Subduction Followed by Slab Detatchment to Explain Ophiliolite Obduction and Early Miocene Volcanism in Northland* New Zealand. Terra Nova 19:211-218.,,,,,,,,,,,,,,,,,,,,,,,
,Schmidt and Schimincke 2002,"""{Schmidt, 2002 #11227}""",,,Schmidt* Ralf* and Hans-Ulrich Schimincke. 2002. From Seamount to Oceanic Island* Porto Santo* Central East-Atlantic. Journal of Earth Science 91:594-614.,,,,,,,,,,,,,,,,,,,,,,,
,Scott et al. 1986,"""{Scott, 1986 #11228}""",10,x,Scott* Sara A.* Carl M. Davis* and J. Jeffery Flenniken. 1986. The Pahoe Site: A Lanceolate Biface Cache in Central Oregon. Journal of California and Great Basin Anthropology 8(1):7-23.,,,,,,,,,,,,,,,,,,,,,,,
,Seelenfreund et al. 2005,"""{Seelenfreund, 2005 #11229}""",10,x,Seelenfreund* Andrea* Javier Miranda* Alain Mariaux* María Inés Dinator* and J. Roberto Morales. 2005. Caracterizacion de Obsidianas del Norte y Centro Sur de Chile Mediante Analisis de Fluorescencia de Rayos X. Chungara* Revista de Antropología Chilena 37(2):245-253.,,,,,,,,,,,,,,,,,,,,,,,
,Seelenfreund et al. 2010,"""{Seelenfreund, 2010 #11230}""",,,Seelenfreund* Andrea* Mario Pino* Michael D. Glascock* Carole Sincalire* Pedro Miranda* Denisse Pasten* Simón Cancino* María Inés Dinator* and José Roberto Morales. 2010. Morphological and Geochemical Analysis of the Laguna Blanca/Zapaleri Obsidian Source in the Atacama Puna. Geoarchaeology: An International Journal 25(2):245-263.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley 1993,"""{Shackley, 1993 #11231}""",1,x,Shackley* Steven M. 1993. Procurement and Distribution in Prehistoric Sites in the San Simon Archaeological Project* Southwestern Arizona: An Energy Dispersive X-Ray Fluorescence (EDXRF) Study. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley 1995,"""{Shackley, 1995 #11232}""",1,x,Shackley* Steven M. 1995. Sources of Archaeological Obsidian in the Greater American Southwest: An Update and Quantitative Analysis. American Antiquity 60(3):531-551.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2002_1,"""{Shackley, 2002 #11243}""",1,x,Shackley* Steven M. 2002. A Wavelength Sispersive X-Ray Fluorescence Analysis of Obsidian Artifacts from Archaeological Sites Near Seal Beach* Orange County* California. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2002_2,"""{Shackley, 2002 #11244}""",,,Shackley* Steven M. 2002. Source Provenance of Archaeological Obsidian Artifacts from Mimbres Mogollon Sites in the Cedar Mountains* Southwest New Mexico. Copies available from Archaeological Research Institute* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2004_1,"""{Shackley, 2004 #11245}""",1,x,Shackley* Steven M. 2004. Source Provenance of Obsidian Artifacts from T’ísil* Quintana Roo* Mexico. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
HARD COPY,Shackley book 2005,"""{Shackley, 2005 #10778}""",1,x,Shackley* Steven M. 2005. Obsidian: Geology and Archaeology in the North American Southwest. Arizona Board of Regents.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2005_1,"""{Shackley, 2005 #11246}""",1,x,Shackley* Steven M. 2005. Source Provenance of Obsidian Artifacts from Archaeological Sites from the Land Transfer* Los Alamos National Laboratory. Copies available from Archaeological Research Institute* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley 2007,"""{Shackley, 2007 #11233}""",1,x,Shackley* Steven M. 2007. Source Provenance of Obsidian Artifacts from the Yuma Wash Site - AZ AA:12:311 (ASM)* and AZ AA:12:312. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2007_1,"""{Shackley, 2007 #11247}""",1,x,Shackley* Steven M. 2007. Source Provenance of Obsidian Artifacts from Various Sites in Iowa. Copies available from Archaeological Research Institute* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2007_2,"""{Shackley, 2007 #11248}""",1,x,Shackley* Steven M. 2007. Source Provenance of Obsidian Artifacts from 19 Sites in Northern and Central Colorado. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley 2009,"""{Shackley, 2009 #11234}""",1,x,Shackley* Steven M. 2009. The Topaz Basin Archaeological Obsidian Source in the Transitional Zone of Central Arizona. Geoarchaeology: An International Journal 24(3):336-347.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2010_1,"""{Shackley, 2010 #11249}""",1,x,Shackley* Steven M. 2010. An Energy-Dispersive X-Ray Fluorescence (EDXRF) Analysis of Major* Minor* and Trace Elements for Groundstone Fragments* and Source Plutonic Rocks from Sites on Fort Bliss* New Mexico. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2010_2,"""{Shackley, 2010 #11250}""",1,x,Shackley* Steven M. 2010. Elemental and Major Oxide Analysis of a High Silica Geological Obsidian from East of Summit Lake* Nevada. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley 2011,"""{Shackley, 2011 #11235}""",1,x,Shackley* Steven M. 2011. Source Provenance of Obsidian Artifacts from a Number of Prehistoric Sites in Park County* Wyoming. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley 2011 Northern NM,"""{Shackley, 2011 #11236}""",1,x,Shackley* Steven M. 2011. Sources of Archaeological Dacite in Northern New Mexico. Journal of Archaeological Science 38:1001-1007.,, ,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2011_1,"""{Shackley, 2011 #11251}""",1,x,Shackley* Steven M. 2011. Major Oxide and Trace Element Analysis of Archaeological Obsidian from Rancho El Ciruelo and Maria Silvia de Toris* Baja California Sur. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2011_2,"""{Shackley, 2011 #11252}""",1,x,Shackley* Steven M. 2011. Source Provenance of Obsidian Artifacts from Late Classic Contexts at Two Sites at the Cañada Alamosa Project* Western New Mexico. Copies available from Archaeological Research Institute* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2011_3,"""{Shackley, 2011 #11253}""",1,x,Shackley* Steven M. 2011. Source Provenance of Obsidian Artifacts from the Rio Moctezuma Valley* Sonora. Copies available from Archaeological Research Institute* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2011_4,"""{Shackley, 2011 #11254}""",1,x,Shackley* Steven M. 2011. Source Provenance of Obsidian Artifacts from the Spring Reserve* Las Vegas* Nevada. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2011_5,"""{Shackley, 2011 #11255}""",1,x,Shackley* Steven M. 2011. Source Provenance of Obsidian Artifacts from CA-SMA-113* West-Central California. Copies available from Archaeological Research Facility.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Africa_1,"""{Shackley, 2012 #11238}""",1,x,Shackley* Steven M. 2012. An Energy-Dispersive X-Ray Fluorescence Analysis of Obsidian Artifacts from Tanzania* and One Kilimanjaro Source Sample. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Africa_2,"""{Shackley, 2012 #11239}""",1,x,Shackley* Steven M. 2012. Source Provenance of Obsidian Artifacts from Northern Tanzania. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2012_1,"""{Shackley, 2012 #11256}""",1,x,Shackley* Steven M. 2012. Source Provenance of Obsidian Artifacts from the Rio Moctezuma Valley* Sonora. Copies available from Archaeologoical Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2012_2,"""{Shackley, 2012 #11257}""",1,x,Shackley* Steven M. 2012. Source Provenance of Obsidian Artifacts from Various Sites in the Northwestern Caucasus Mountains* Russia. Copies available from Archaeological Reserach Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley 2014,"""{Shackley, 2014 #11237}""",1,x,Shackley* Steven M. 2014. Source Provenance of Obsdian Artifacts from Various Sites in the Goodman Point Project* Montezuma County* Southwest Colorado. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley 2017,"""{Shackley, 2017 #11332}""",1,x,Shackley* Steven M.* Leah Morgan* Douglas Pyle. 2017. Elemental* Isotopic* and Geochronological Variability in Mogollon-Datil Volcanic Province Archaeological Obsidian* Southwestern USA: Solving Issues of Intersource Discrimination. Geoarchaeology 1-12. ,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2014_1,"""{Shackley, 2014 #11258}""",1,x,Shackley* Steven M. 2014. Source Provenance of Obsidian Artifacts from the Casas Grande Outlier Sites 204* 242* and 315* Northern Chihuahua. Copies available from Archaeological Reserach Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley and Skinner 2015,"""{Shackley, 2015 #11241}""",1,x,Shackley* Steven M.* and Craig E. Skinner. 2015. Source Provenance of Obsidian Paleoindian and Early Archaic Artifacts from the Great Basin. Copies available from Archaeological Research Insititute* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2015_3,"""{Shackley, 2015 #11259}""",1,x,Shackley* Steven M. 2015. Source Provenance of Obsidian Artifacts from the Three Sites in Southern Arizona. Copies available from Archaeological Research facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2015_4,"""{Shackley, 2015 #11260}""",1,x,Shackley* Steven M. 2015. Source Provenance of Obsidian Artifacts from Zion National Park* Utah and Pipe Spring National Monument* Arizona. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2015_5,"""{Shackley, 2015 #11261}""",1,x,Shackley* Steven M. 2015. Source Provenance of Unknown Obsidian Samples. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2015_6,"""{Shackley, 2015 #11262}""",1,x,Shackley* Steven M. 2015. Source Provenance of Obsidian Artifacts from the Grand Mesa* Uncompahgre* and Gunnison National Forests* Colorado. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley Letter 2015_7,"""{Shackley, 2015 #11263}""",1,x,Shackley* Steven M. 2015. Source Provenance of Obsidian Artifacts from Garden Canyon Village* Fort Huachuca* Southern Arizona. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Shackley and Sahle 2017,"""{Shackley, 2017 #11240}""",1,x,Shackley* Steven M.* and Yonatan Sahle. 2017. Geochemical Characterization of Four Quaternary Obsidian Sources and Provenance of Obsidian Artifacts from the Middle Stone Age Site of Gademotta* Main Ethiopian RIft. Geoarchaeology: An International Journal 32:302-310.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//aguafria.htm,"""{Shackley, n. d. #11078}""",1,x,Shackley* Steven M. n. d. Agua Fria* Sonora. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//barreal.htm,"""{Shackley, n. d. #11079}""",1,x,Shackley* Steven M. n. d. Lago Barreal Secondary Deposits East-Central Chihuahua. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//bull_creek.htm,"""{Shackley, n. d. #11080}""",1,x,Shackley* Steven M. n. d. Bull Creek (Formerly AZ Unknown B)* Yavapi County* Western Arizona* USA. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//cowcnyn.htm,"""{Shackley, n. d. #11081}""",1,x,Shackley* Steven M. n. d. Cow Canyon* Eastern Arizona. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//grants.htm,"""{Shackley, n. d. #11082}""",1,x,Shackley* Steven M. n. d. Grants Ridge and Horace/La Jara Mesa* Mount Taylor Volcanic Field* Nortwestern New Mexico. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//mulecr.htm,"""{Shackley, n. d. #11083}""",1,x,Shackley* Steven M. n. d. Mule Creek Regional Source* Western New Mexico. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//gwyncyn.htm,"""{Shackley, n. d. #11084}""",1,x,Shackley* Steven M. n. d. Gwynn and Ewe Canyons (Negrito Mountain)* Western New Mexico. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//jemez.htm,"""{Shackley, n. d. #11085}""",1,x,Shackley* Steven M. n. d. The Jemez Mountains and the Sierra de los Valles. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//noaguapk.htm,"""{Shackley, n. d. #11086}""",1,x,Shackley* Steven M. n. d. The Taos Plateau Volcanic Field and No Agua Peak Obsidian. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//los_sitios_del_agua.htm,"""{Shackley, n. d. #11087}""",1,x,Shackley* Steven M. n. d. Los Sitios del Agua* Northern Sonora. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//redhill.htm,"""{Shackley, n. d. #11088}""",1,x,Shackley* Steven M. n. d. Red Hill* Western New Mexico. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//sauceda.htm,"""{Shackley, n. d. #11089}""",1,x,Shackley* Steven M. n. d. South Sauceda Mountains* Western Arizona. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//sierra_fresnal.htm,"""{Shackley, n. d. #11090}""",1,x,Shackley* Steven M. n. d. Sierra Fresnal. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//sierra_la_brena.htm,"""{Shackley, n. d. #11091}""",1,x,Shackley* Steven M. n. d. Sierra la Breña. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//superior.htm,"""{Shackley, n. d. #11092}""",1,x,Shackley* Steven M. n. d. Superior (Picketpost Mountain)* Central Arizona. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//tankmts.htm,"""{Shackley, n. d. #11093}""",1,x,Shackley* Steven M. n. d. Tank Mountains* Western Arizona. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//topaz_basin.htm,"""{Shackley, n. d. #11094}""",1,x,Shackley* Steven M. n. d. Topaz Basin* Transition Zone* Central Arizona. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net//vulture.htm,"""{Shackley, n. d. #11095}""",1,x,Shackley* Steven M. n. d. Vulture* Western Arizona. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net/devilpk.htm,"""{Shackley, n. d. #11096}""",1,x,Shackley* Steven M. n. d. Devil peak* Clark County. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,http://www.swxrflab.net/mcdaniel_tank_rhyolite.htm,"""{Shackley, n. d. #11097}""",1,x,Shackley* Steven M. n. d. McDaniel Tank Rhyolite. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,Shackley Web Page,"""{Shackley, n. d. #11264}""",1,x,Shackley* Steven M. n. d. Burro Creek. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,Shackley Web Page,"""{Shackley, n. d. #11265}""",1,x,Shackley* Steven M. n. d. Ejido Siquirichi* Southwestern Chihuahua* Mexico. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,Shackley Web Page,"""{Shackley, n. d. #11266}""",1,x,Shackley* Steven M. n. d. San Francisco Volcanic Field* Northern Arizona: Government Mountain. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,Shackley Web Page,"""{Shackley, n. d. #11267}""",1,x,Shackley* Steven M. n. d. San Francisco Volcanic Field* Northern Arizona: RS Hill. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,Shackley Web Page,"""{Shackley, n. d. #11268}""",1,x,Shackley* Steven M. n. d. San Francisco Volcanic Field* Northern Arizona: Sitgreaves Mountain. 2017.,,,,,,,,,,,,,,,,,,,,,,,
INTERNET SOURCE,Shackley Web Page,"""{Shackley, n. d. #11269}""",1,x,Shackley* Steven M. n. d. Sand Tanks* Southern Maricopa County* Arizona. 2017.,,,,,,,,,,,,,,,,,,,,,,,
,Sheets et al. 1990,"""{Sheets, 1990 #11270}""",10,x,Sheets* Payson* Kenneth Hirth* Fred Lange* Fred Stross* Frank Asaro* and Helen Michel. 1990. Obsidian Sources and Elemental Analyses of Artifacts in Southern Mesoamerica and the Northern Intermediate Area. American  Antiquity 55(1):144-158.,,,,,,,,,,,,,,,,,,,,,,,
,Sheppard et al. 1989,"""{Sheppard, 1989 #11272}""",10,x,Sheppard* P. J.* R. G. V. Hancock* L. A. Pavlish* and R. Parker. 1989. Samoan Volcanic Glass. Archaeology in Oceania 24:70-74.,,,,,,,,,,,,,,,,,,,,,,,
,Sheppard 2010,"""{Sheppard, 2010 #11271}""",10,x,Sheppard* Peter J.* Geoff J. Irwin* Sam C. Lin* and Cameron P. Mccaffrey. 2011. Characterization of New Zealand Obsidian using PXRF. Journal of Archaeological Science 38:45-56.,,,,,,,,,,,,,,,,,,,,,,,
,Sheppard et al. 2011,"""{Sheppard, 2011 #11273}""",10,x,Sheppard* Peter* Barbara Trichereau* and Cristany Milicich. 2010. Pacific Obsidian Sourcing by Portable XRF. Archaeology Oceania 45:21-30.,,,,,,,,,,,,,,,,,,,,,,,
,Sheth and Melluso 2008,"""{Sheth, 2008 #11274}""",,,Sheth* Hetu C.* and Leone Melluso. 2008. The Mount Pavagadh Volcanic Suite* Deccan Traps: Geochemical Stratigraphy and Magmatic Evolution. Journal of Asian Earth Sciences 32:5-21.,,,,,,,,,,,,,,,,,,,,,,,
,Sheth et al. 2012,"""{Sheth, 2012 #11275}""",10,x,Sheth* Hetu C.* Ashiwini Kumar Choudhary* Ciro Cucciniello* Sudeshna Bhattacharyya* Ramesh Laishram* and Trupti Gurav. 2012. Geology* Petrochemistry* and Genesis of Bimodal Lavas of Osham Hill* Saurshtra* Northwestern Deccan Traps. Journal of Asian Earth Sciences 43:176-192.,,,,,,,,,,,,,,,,,,,,,,,
,Sidrys 1976,"""{Sidrys, 1976 #11333}""",,,Sidrys* Raymond V. 1976. Classic Maya Obsidian Trade. American Antiquity 41(4): 449-464. ,,,,,,,,,,,,,,,,,,,,,,,
,Skinner et al. 1997,"""{Skinner, 1997 #11278}""",,,Skinner* Craig E.* Jennifer J. Thatcher* and Kathleen M. Davis. 1997. X-Ray Fluorescence Analysis and Obsidian Hydration Rim Measurement of Artifact Obsidian from 35-DS-193 ad 35-DS-201* Surveyor Fire Rehabilitation Project* Deschutes National Forest* Oregon. 1998-96. Copies available from Northwest Research Obsidian Studies Laboratory.,,,,,,,,,,,,,,,,,,,,,,,
,skinner_and_baxter_1997,"""{Skinner, 1997 #11279}""",1,x,Skinner* Craig E.* and Paul W. Baxter. 1997. Trace Element and Visual Characterization Studies of Obsidian from Sites 35-PO-15 and 35-PO-47* Willamette Valley* Western Oregon: An Application of Atomic Absorption Spectrometry. In Contributions to the Archaeology of Oregon: 1995-1997* edited by Albert C. Oetting* pp. 19-30. vol. 6. Association of Oregon Archaeologists Occasional Papers* Eugene.,,,,,,,,,,,,,,,,,,,,,,,
,Skinner and Thatcher 2003,"""{Skinner, 2003 #11276}""",1,x,Skinner* Craig E.* and Jennifer J. Thatcher. 2003. X-Ray Fluorescence Analysis and Obsidian Hydration Rim Measurement of Artifact Obsidian from the 34 Archaeological Sites  Associated with the Proposed FTV Western Fiber Build Project* Deschutes* Lake* Harney* and Malheur Counties* Oregon. 1998-56. Copies available from Northwest Reasearch Obsidian Studies Laboratory.,,,,,,,,,,,,,,,,,,,,,,,
,Skinner and Thatcher 2009,"""{Skinner, 2009 #11277}""",1,x,Skinner* Craig E.* and Jennifer J. Thatcher. 2009. X-Ray Fluorescence Analysis of Artifact Obsidian from the Craters of the Moon National Monument and Preserve* Butte and Blaine Counties* Idaho. 2009-75. Copies available from Northwest Research Obsidian Studies Laboratory.,,,,,,,,,,,,,,,,,,,,,,,
,Smith et al. 1977,"""{Smith, 1977 #11280}""",1,x,Smith* I. E. M.* G. K. Ward* and W. R. Ambrose. 1977. Geographic Distribution and the Characterization of Volcanic Glasses in Oceania. Archaeology and Physical Anthropology in Oceania 12(3):173-201.,,,,,,,,,,,,,,,,,,,,,,,
,Smith et al. 1993,"""{Smith, 1993 #11281}""",,,Smith* Ian E. M.* T. Okada* T. Itaya* and Philipp M. Black. 1993. Age Relationships and Tectonic Implications of Late Cenozoic Basaltic Volcanism in Northland* New Zealand. New Zealand Journal of Geology and Geophysics 36:385-393.,,,,,,,,,,,,,,,,,,,,,,,
,Smith et al. 2003,"""{Smith, 2003 #11282}""",10,x,Smith* Ian E. M.* Robert B. Stewart* and Richard C. Price. 2003. The Petrology of a Large Intra-Oceanic Silicic Eruption: the Sandy Bay Tephra* Kermadec Arc* Southwest Pacific. Journal of Volcanology and Geothermal Research 124:173-194.,,,,,,,,,,,,,,,,,,,,,,,
,Smith et al. 2007,"""{Smith, 2007 #11283}""",,,Smith* Michael E.* Adrian L. Burke* Timothy S. Hare* and Michael D. Glascock. 2007. Sources of Imported Obsidian at Postclassic Sites in the Yautepec Valley* Morelos: A Characterization Study Using XRF and INAA. Latin American Antiquity 18(4):429-450.,,,,,,,,,,,,,,,,,,,,,,,
,Sosson et al. 2010,"""{Sosson, 2010 #11284}""",,,Sosson* M.* Y. Rolland* C. Muller* T. Danellian* R. Melkonyan* S. Kekelia* V. Babazadeh* T. Kangarli* A. Avagyan* G. Galoyan* and J. Mosar. 2010. Subductions* Obductions* and Collision in the Lesser Caucasus (Armenia* Azerbaijan* Georgia)* New Insights. London Geological Society Special Publications 340(329-352).,,,,,,,,,,,,,,,,,,,,,,,
,Spriggs et al. 2010,"""{Spriggs, 2010 #11285}""",1,x,Spriggs* Matthew* Christian Reepmeyer* Anggraeni* Peter Lape* Leee Neri* Wilfredo P. Ronquillo* Truman Simanjuntak* Glenn Summerhayes* Daud Tanudirjo* and Archie Tiauzon. 2010. Obsidian Sources and Distribution Systems in Island Southeast Asia: A Review of Previous Research. Journal of Archaeological Research 38:2873-2881.,,,,,,,,,,,,,,,,,,,,,,,
,Spriggs et al. 2011,"""{Spriggs, 2010 #11286}""",,,Spriggs* Matthew* Roger Bird* and Wal Ambrose. 2010. A Reanalysis of the Tikopia Obsidians. Archaeology Oceania 45:31-38.,,,,,,,,,,,,,,,,,,,,,,,
,Staatz and Carr 1964,"""{Staaz, 1964 #11287}""",,,Staaz* Mortimer Hay* and Wilfredd James Carr. 1964. Geology and MIneral Deposits of the Thomas and Dugway Ranges* Juab and Tooele Counties* Utah. 415. Copies available from United States Geological Survey Professional Paper.,,,,,,,,,,,,,,,,,,,,,,,
,Stern and Kilian 1996,"""{Stern, 1996 #11289}""",,,Stern* C. R.* I. Pereda* and A. M. Aguerre. 2012. Multiple Primary and Secondary Sources for Chemically Similar Obsidians from the Area of Portada Covunco* West-Central Neuquen* Argentina. Archaeometry 54(3):442-453.,,,,,,,,,,,,,,,,,,,,,,,
