Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Serial,Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,Known?,Catalogued?,,Total No. Known,Total No. Catalogued,Total %,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Catamarca,ARG024,G-ARG024,Ona-Las Cuevas,Ona-Las Cuevas,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-25.549,-67.901,,,,High,Obsidian,"""Obsidian from Ona-Las Cuevas can be found from many deposits 80-90 km northwest of Antofagasta de al Sierra, Argentina. The glass is high quality, 20-30 cm across, and black to grey with some samples exhibiting grey to red-brown coloration (Escola et al. 2016).""",,"""Literature suggests an alternate name for this source includes Ona (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Caria, Mario A., Patricia S. Escola, Julian P. Gomez Augier, and Michael D. Glascock. 2009. Obsidian Circulation: New Distribution Zones for the Argentinean Northwest. International Association for Obsidian Studies 40:5-11. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Santa Cruz,ARG025,G-ARG025,Pampa del Asador,Pampa del Asador 1,4.9-6.4,,5.65,,,,Continental,Active Continental Margin,-47.994,-71.178,,,Southern Patagonia,High,Obsidian,"""Pampa del Asador obsidian is found primarily in fluvial and glacial secondary deposits in the Santa Cruz Province of Argentina. Nodules are translucent grey to black, up to 20 cm across, and may contain a brown-grey tint in more weathered samples. Pampa del Asador varieties 1 and 2 are free of phenocrysts, while a third variety contains small plagioclase feldspar inclusions (Fernandez et al. 2015).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54. ; Nami, Hugo G., Matrin Giesso, Alicia Castro, and Michael D. Glascock. 2017. New Analyses of Late Holocene Obsidians from oouthern Patagonia (Santa Cruz, Argentina). International Association of Obsidian Studies 57:13-25.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Santa Cruz,ARG026,G-ARG025,Pampa del Asador,Pampa del Asador 2,4.9-6.4,,5.65,,,,Continental,Active Continental Margin,-47.994,-71.178,,,Southern Patagonia,High,Obsidian,"""Pampa del Asador obsidian is found primarily in fluvial and glacial secondary deposits in the Santa Cruz Province of Argentina. Nodules are translucent grey to black, up to 20 cm across, and may contain a brown-grey tint in more weathered samples. Pampa del Asador varieties 1 and 2 are free of phenocrysts, while a third variety contains small plagioclase feldspar inclusions (Fernandez et al. 2015).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54. ; Nami, Hugo G., Matrin Giesso, Alicia Castro, and Michael D. Glascock. 2017. New Analyses of Late Holocene Obsidians from oouthern Patagonia (Santa Cruz, Argentina). International Association of Obsidian Studies 57:13-25.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Santa Cruz,ARG027,G-ARG025,Pampa del Asador,Pampa del Asador 3,4.9-6.4,,5.65,,,,Continental,Active Continental Margin,-47.994,-71.178,,,Southern Patagonia,,Obsidian,"""Pampa del Asador obsidian is found primarily in fluvial and glacial secondary deposits in the Santa Cruz Province of Argentina. Nodules are translucent grey to black, up to 20 cm across, and may contain a brown-grey tint in more weathered samples. Pampa del Asador varieties 1 and 2 are free of phenocrysts, while a third variety contains small plagioclase feldspar inclusions (Fernandez et al. 2015).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54. ; Nami, Hugo G., Matrin Giesso, Alicia Castro, and Michael D. Glascock. 2017. New Analyses of Late Holocene Obsidians from oouthern Patagonia (Santa Cruz, Argentina). International Association of Obsidian Studies 57:13-25.""",1,1,,,,,,,,,,,,,,,,,
South America,,,Argentina,Santa Cruz,ARG028,G-ARG028,Pampa la Chispa,Pampa la Chispa,,,,,,,Continental,Active Continental Margin,,,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",1,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Mendoza,ARG029,G-ARG029,Pehuenche,Pehuenche,,32-10,21,,,,Continental,Active Continental Margin,-35.257,-70.49,,,"Region of ""Active Margin"" Basins",,Obsidian,,,"""Literature suggests an alternate name for this source includes Arroyo El Pehuenche (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Durán, Víctor, Martin Geisso, Michael D. Glascock, Gustavo Neme, Adolfo Gil, and Lorena Sanhuenza R. 2004. Estudio de Fuentes de Aprovisionamiento y Redes de Distribucion de Obsidiana Durante el Holoceno Tardio en el Sur de Mendoza (Argentina). Estudios Atacamenos 28:25-43. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,ARG030,G-ARG030,Portada Covunco,Portada Covunco,3.42,,3.42,,,,Continental,Active Continental Margin,-38.789,-70.205,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Stern, C. R., I. Pereda, and A. M. Aguerre. 2012. Multiple Primary and Secondary Sources for Chemically Similar Obsidians from the Area of Portada Covunco, West-Central Neuquen, Argentina. Archaeometry 54(3):442-453. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Argentina,ARG031,G-ARG031,Quiron,Quiron,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-24.201,-67.095,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Escola, Patricia S., Salomon Hocsman, and Maria P. Babot. 2016. Moving Obsidian: The Case of Antofagasta de la Sierra Basin (Southern Argntinean Puna) During the Late Middle and Late Holocene. Quaternary International 422:109-122. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",1,1,,,,,,,,,,,,,,,,,
South America,,,Argentina,Salta,ARG032,G-ARG032,Ramadas,Ramadas,,,,,,,Continental,Active Continental Margin,,,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",1,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,ARG033,G-ARG033,Río Kilca,Río Kilca,,32-10,21,,,,Continental,Active Continental Margin,-39.01,-70.632,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Stern, C. R., I. Pereda, and A. M. Aguerre. 2012. Multiple Primary and Secondary Sources for Chemically Similar Obsidians from the Area of Portada Covunco, West-Central Neuquen, Argentina. Archaeometry 54(3):442-453. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,ARG034,G-ARG034,Río Litran,Río Litran,,32-10,21,,,,Continental,Active Continental Margin,-38.862,-70.925,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Stern, C. R., I. Pereda, and A. M. Aguerre. 2012. Multiple Primary and Secondary Sources for Chemically Similar Obsidians from the Area of Portada Covunco, West-Central Neuquen, Argentina. Archaeometry 54(3):442-453. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Argentina,Salta,ARG035,G-ARG035,Salar del Hombre Muerto,Salar del Hombre Muerto,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-25.468,-67.119,,,,,Obsidian,"""Salar del Hombre Muerto obsidian is found 70-80 km northeast of Antofagasta de la Sierra. It is found as a secondary deposit on the northern banks of Salar del Hombre Muerto. The obsidian is shiny and black, but may be found as a transparent to cloudy yellow (Escola et al. 2016).""",,"""Literature suggests an alternate name for this source includes Lago Salar del Hombre Muerto (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Pintar, Elizabeth, Jorge G. Martinez, Carlos A. Aschero, and Michael D. Glascock. 2016. Obsidian Use and Mobility During the Early and Middle Holocene in Salt Pun, NW Argentina. Quaternary International 422:93-108. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",1,1,,,,,,,,,,,,,,,,,
South America,,,Argentina,Catamarca,ARG036,G-ARG036,Valle Ancho,Valle Ancho,,,,,,,Continental,Active Continental Margin,,,,,,,Obsidian,"""Obsidian from Valle Ancho is found in the lower valleys to the south of Salt Puna. Nodules are black and medium sized (Pintar et al. 2016).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Pintar, Elizabeth, Jorge G. Martinez, Carlos A. Aschero, and Michael D. Glascock. 2016. Obsidian Use and Mobility During the Early and Middle Holocene in Salt Pun, NW Argentina. Quaternary International 422:93-108.""",1,,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,ARG037,G-ARG037,Volcan Payún Matrú,Volcan Payún Matrú,,32-10,21,,,,Continental,Active Continental Margin,-36.413,-69.237,,,"Region of ""Active Margin"" Basins",,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Durán, Víctor, Martin Geisso, Michael D. Glascock, Gustavo Neme, Adolfo Gil, and Lorena Sanhuenza R. 2004. Estudio de Fuentes de Aprovisionamiento y Redes de Distribucion de Obsidiana Durante el Holoceno Tardio en el Sur de Mendoza (Argentina). Estudios Atacamenos 28:25-43. ; Jordan, Teresa, W. Matthew Burns, Ricardo Veiga, Francisco Pangaro, Peter Copeland, Shari Kelley, and Constantino Mpodozis. 2001. Extension and Basin Formation in the Southern Andes Caused by Increasing Convergent Rate: A Mid-Cenozoic Trigger for the Andes. Tectonics 20:308-324.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Santa Cruz,ARG038,G-ARG038,Baguales,Baguales,2.3,,2.3,,,,Continental,Active Continental Margin,-50.4,-72.15,,,Southern Patagonia,,Obsidian,"""Cordillera Baguales glass is from an unknown location in the upper Santa Cruz river basin. The obsidian is banded light grey to green over a transparent base (Fernandez et al. 2015).""",,"""Literature suggests alternate names for this source include Cordillera Baguales and Cordillera Calafate (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Fernández, María Victoria, Charles R. Stern, and Pablo Rodrigo Leal. 2015. Geochemical Analysis of Obsidian from Archaeological Sites in Northwestern Santa Cruz Province, Argentine Patagonia. Quaternary International 375:44-54.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG039,G-ARG039,Somuncura,Somuncura 1,14.25,,14.25,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.136,-68.286,LOCATION IS UNKNOWN AND APPROXIMATED,Somuncura Plateau,,,Obsidian,,,,"""Miotti, Laura, Enrique Terranova, Ramiro Barberena, Dario Hermo, Martin Giesso, and Michael D. Glascock. 2012. Geochemical Sourcing of Obsidian Fishtail Points: Sources for the Somuncura Plateau (Rio Negro, Argentina). Current Research in the Pleistocene 27:22-24.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG040,G-ARG040,Talagapa,Talagapa,,,,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.689,-68.162,,Somuncura Plateau,,,Obsidian,,,,"""Miotti, Laura, Enrique Terranova, Ramiro Barberena, Dario Hermo, Martin Giesso, and Michael D. Glascock. 2012. Geochemical Sourcing of Obsidian Fishtail Points: Sources for the Somuncura Plateau (Rio Negro, Argentina). Current Research in the Pleistocene 27:22-24.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG041,G-ARG041,Yahmoc,Yahmoc,,,,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.651,-67.989,,Somuncura Plateau,,,Obsidian,,,,"""Miotti, Laura, Enrique Terranova, Ramiro Barberena, Dario Hermo, Martin Giesso, and Michael D. Glascock. 2012. Geochemical Sourcing of Obsidian Fishtail Points: Sources for the Somuncura Plateau (Rio Negro, Argentina). Current Research in the Pleistocene 27:22-24.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Chubut,ARG042,G-ARG042,Cisnes,Cisnes,,,,,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-44.4433,-71.18694,Location is questionable,,,Poor,Obsidian,"""Cisnes obsidian can be found in small, brittle nodules (Mendez et al. 2012).""",,,"""Mendez, M., Cesar A., Charles R. Stern, Omar R. Reyes B., and Francisco Mena L. 2012. Early Holocene Long-Distance Obisidian Transport in Central-South Patagonia. Chungara, Revista de Anthropologia Chilena 44(3):363-375.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG043,G-ARG043,Sacanana,Sacanana,17.8,,17.8,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.5,-68.6,,Somuncura Plateau,,,Obsidian,,,"""Literature suggests alternate names for this source include Telsen and T/SN1 (Mendez et al. 2012).""","""Mendez, M., Cesar A., Charles R. Stern, Omar R. Reyes B., and Francisco Mena L. 2012. Early Holocene Long-Distance Obisidian Transport in Central-South Patagonia. Chungara, Revista de Anthropologia Chilena 44(3):363-375.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG044,G-ARG044,Sierra Negra,Sierra Negra,14.25,,14.25,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.3,-66.6,,Somuncura Plateau,,,Obsidian,,,"""Literature suggests alternate names for this source include Telsen and T/SN2 (Mendez et al. 2012).""","""Mendez, M., Cesar A., Charles R. Stern, Omar R. Reyes B., and Francisco Mena L. 2012. Early Holocene Long-Distance Obisidian Transport in Central-South Patagonia. Chungara, Revista de Anthropologia Chilena 44(3):363-375.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG045,G-ARG045, Angostura Blanca, Angostura Blanca,14.25,,14.25,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.595,-70.341,,Somuncura Plateau,,,Obsidian,,,"""Literature suggests alternate names for this source include Piedra Parada, Ang. Blanco, and DesX (Stern 2017)""","""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG046,G-ARG046,Cerro Castillo,Cerro Castillo,14.25,,14.25,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.136,-68.286,LOCATION IS UNKNOWN AND APPROXIMATED,Somuncura Plateau,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG047,G-ARG047,Somuncura Plateau Group General,Somuncura,14.25,,14.25,,Active,Convergent,Continental,Active Continental Margin,-42.136,-68.286,LOCATION IS UNKNOWN AND APPROXIMATED,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,ARG048,G-ARG048,Lago la Larga,Lago la Larga,14.25,,14.25,,Active,Convergent,Continental,Active Continental Margin,-42.851,-71.647,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Los Alerces National Park (Stern 2017)""","""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,ARG049,G-ARG049,Lago Lolog,Lago Lolog,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.015,-71.514,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Cerro de la Planicie (Stern 2017)""","""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,ARG051,G-ARG051,Lago Lacar,Lago Lacar,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.156,-71.532,,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,ARG052,G-ARG052,Yuco,Yuco,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.165,-71.343,LOCATION IS UNKNOWN AND APPROXIMATED,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,ARG053,G-ARG053,Meliquina,Meliquina,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.347,-71.284,,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Nequen,ARG054,G-ARG054,Paillakura,Paillakura,3.42,,3.42,,Active,Convergent,Continental,Active Continental Margin,-40.252,-71.286,LOCATION IS UNKNOWN AND APPROXIMATED,,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG055,G-ARG055,Telesen,Telesen 1,14.6,,14.6,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.513,-66.964,,Somuncura Plateau,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG056,G-ARG055,Telesen,Telesen 2,14.25,,14.25,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.513,-66.964,,Somuncura Plateau,,,Obsidian,,,,"""Stern, Charles R. 2017. Obsidian Sources and Distribution in Patagonia, Southernmost South America. Quaternary International xxx:1-16.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes South,Andes South,Argentina,Neuquen,ARG057,G-ARG057,Río Villegas,Río Villegas,,,,,Active,Convergent,Continental,Active Continental Margin,-41.551,-71.271,LOCATION ONLY,,,,Obsidian,,,,,1,,,,,,,,,,,,,,,,,,
South America,Patagonia,Patagonia,Argentina,Chubut,ARG058,G-ARG058,Sierra Chata,Sierra Chata,,,,,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,-42.362,-66.531,LOCATION ONLY,Somuncura Plateau,,,Obsidian,,,,,1,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,BOL001,G-BOL001,Cerro Kasquio,Cerro Kasquio,,,,,Active,Convergent,Continental,Active Continental Margin,-21.451,-67.709,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Cerro Kaskio (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Capriles, Jose M., Juan Albarracin-Jordan, Umberto Lombardo, Daniela Osorio, Blaine Maley, Steven T. Goldstien, Katherine A. Herrera, Michael D. Glascock, Alejandra I. Domic, Heinz Veit, and Calogero M. Santoro. 2016. High-Altitude Adaptation and Late Pleistocene Foraging in the Bolivian Andes. Journal of Archaeological Science 6:463-474.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,BOL002,G-BOL002,Cerro Zapaleri,Cerro Zapaleri,,23-0,11.5,,Active,Convergent,Continental,Active Continental Margin,-22.637,-67.236,,,,,Obsidian,"""Cerro Zapaleri obsidian is found as highly weathered, leaf-shaped nodules on the banks of Laguna Blanca, East of the Jarellon Caldera bordering Bolivia and Chile. The glass varies from black to red-brown, but may be found as a yellow-translucent form (Seelenfreund et al. 2010).""",,"""Literature suggests an alternate name for this source includes Laguna Blanca (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Seelenfreund, Andrea, Mario Pino, Michael D. Glascock, Carole Sincalire, Pedro Miranda, Denisse Pasten, Simón Cancino, María Inés Dinator, and José Roberto Morales. 2010. Morphological and Geochemical Analysis of the Laguna Blanca/Zapaleri Obsidian Source in the Atacama Puna. Geoarchaeology: An International Journal 25(2):245-263. ; Baker, M. C. W., and P. W. Francis. 1978. Upper Cenozoic Volcanism in the Central Andes - Ages and Volumes. Earth and Planetary Science Letters 41:175-187.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,La Paz,BOL003,G-BOL003,Charaña,Charaña,,,,,Active,Convergent,Continental,Active Continental Margin,-17.427,-68.973,LOCATION ONLY,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., and Martin Giesso. 2012. New Perspectives on Obsidian Procurement and Exchange at Tiwanaku, Bolivia. Obsidian and Ancient Manufactured Glasses. Univeristy of New Mexico Press, Albuquerque.""",1,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,La Paz,BOL004,G-BOL004,Sopocachi,Sopocachi,,,,,Active,Convergent,Continental,Active Continental Margin,-17.514,-67.971,LOCATION ONLY,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., and Martin Giesso. 2012. New Perspectives on Obsidian Procurement and Exchange at Tiwanaku, Bolivia. Obsidian and Ancient Manufactured Glasses. Univeristy of New Mexico Press, Albuquerque.""",1,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Oruro Dept,BOL005,G-BOL005,Sora Sora,Sora Sora,,,,,Active,Convergent,Continental,Active Continental Margin,-18.491,-67.913,LOCATION ONLY,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., and Martin Giesso. 2012. New Perspectives on Obsidian Procurement and Exchange at Tiwanaku, Bolivia. Obsidian and Ancient Manufactured Glasses. Univeristy of New Mexico Press, Albuquerque.""",1,,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,BOL006,G-BOL006,Chascon,Chascon,,,,,Active,Convergent,Continental,Active Continental Margin,-21.883,-67.903,,Chascon-Runtu Jarita Complex,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watts, R. B., S. L. De Silva, G. Jimenez De Rios, and I. Croudace. 1999. Effusive Eruption of Viscous Silicic Magma Triggred and Driven by Recharge: A Case Study of the Cerro Chascon-Runtu Jarita Dome Complex in Southwest Bolivia. Bulletin of Volcanology 60:241-264.""",1,1,,,,,,,,,,,,,,,,,
South America,Andes Central,Andes Central,Bolivia,Potosi Department,BOL007,G-BOL007,Pabelloncita Loma,Pabelloncita Loma,,,,,Active,Convergent,Continental,Active Continental Margin,-21.949,-67.865,,Chascon-Runtu Jarita Complex,,,Obsidian,,,,"""Watts, R. B., S. L. De Silva, G. Jimenez De Rios, and I. Croudace. 1999. Effusive Eruption of Viscous Silicic Magma Triggred and Driven by Recharge: A Case Study of the Cerro Chascon-Runtu Jarita Dome Complex in Southwest Bolivia. Bulletin of Volcanology 60:241-264.""",1,1,,,,,,,,,,,,,,,,,
